Id;Text;01.10.31934
#RestingStyle.Loca;Repos
#RestoredStyle.Loca;Restauré
#SignedColoredStyle.Loca;{Value:+-c}
#StatusEffectStyle.Loca;{Value}
Dwarf.Loca;Nain
Elf.Loca;Elfe
Human.Loca;Humain
Orc.Loca;Orc
Undead.Loca;Mort-vivant
Druid.Loca;Druide
Healer.Loca;Soigneur
Ranger.Loca;Rôdeur
Stealth.Loca;Discrétion
#bleedSE.Tooltip.Name.Loca;Saignement
#Bloodletting.Tooltip.Name.Loca;Saignée
#Aetheric.Tooltip.Name.Loca;Éthéré
#Feral.Tooltip.Name.Loca;Féral
#Human_Cutthroat.NameId;Coupe-jarrets
#Human_Soldier.NameId;Soldats
#Undead_Recruit.NameId;Recrue fantôme
#BlindingPresence.Tooltip.Name.Loca;Présence Aveuglante
BlindingPresence.Tooltip.Name.Loca;Présence aveuglante
#BlindAura.Tooltip.Name.Loca;Présence aveuglante
Necromancer.Loca;Nécromancien
#Mountaineer.Tooltip.Name.Loca;Montagnard
#ArmorbreakSE.Tooltip.Name.Loca;Armure brisée
#Orc_Slaver.NameId;Esclavagistes
#Alluvyan_Interrupt_2_3.62577416-83b5-4cd1-a7d8-e576eb0f30ac;Une charrette de foin passe à côté de vous, deux enfants jouant à l'arrière. "Hé ! C'est pas juste, Isabelle !" Le garçon rit et s'agite. Sa sœur se rassoit sur un coffre qui vous semble familier. Celui que vous avez trouvé sous un pont, il y a peu de temps.\n\nEn vous voyant, les enfants vous adressent un salut amical, poursuivant joyeusement leur chemin vers Sevenkeeps.
#Alluvyan_Interrupt_2_3.3f709034-4279-4b99-8091-1a792cfbe900;Rendre leur salut.
#Alluvyan_Location_3_2.6203eaff-93ea-4b85-bf6d-13086366c0fb;Quelque peu déplacé ici, vous trouvez un magnifique chalet. Il y a des buissons bien taillés, des parterres de fleurs artistiques, même une fontaine en forme de coquillage. Hélas, il est dévasté par des masses de morts-vivants, et les gémissements et halètements étouffent l'air.
#Alluvyan_Location_3_2.032b886d-086d-46a6-ab67-c576fc07f50a;Tuer ces créatures épouvantables.
#Alluvyan_Location_3_2.8a00c325-b1ff-44bd-93f4-a72db99244bf;Avancer silencieusement. Frapper depuis l'ombre.
#Alluvyan_Location_3_2.4515e207-a2b3-4f81-9c73-e22c305c58cb;Les morts-vivants éliminés, vous êtes libre de flâner dans les magnifiques jardins. En passant devant le domaine, vous voyez la pièce principale ornée de tapis luxuriants, d'un lourd lustre et de peintures sur chaque mur.
#Alluvyan_Location_3_2.61a74d62-c926-4cb8-9a81-9560a8ee9522;Retournons voir la maîtresse de maison.
#Ghosthills_Ruin_1.8504a6db-a551-48c0-abdc-d208cf241f82;En approchant des ruines d'une svelte tour elfique, vous voyez un groupe d'hommes aux couleurs d'Alluvyan criant et pointant quelque chose que vous ne pouvez voir.\n\nEn vous repérant, ils s'écrient : "Ces maudits fantômes n'arrêtent pas de nous attaquer ! Aidez-nous à les repousser et vous pourrez partager le trésor que nous avons trouvé ici !"
#Ghosthills_Ruin_1.e6f672d4-72c8-456c-b5ce-a84f1e0d213e;Attaquer les morts-vivants !
#Ghosthills_Ruin_1.ca848776-5063-44ca-b426-799cabb2be90;Les fantômes devaient avoir une raison de vous attaquer.
#Ghosthills_Ruin_1.7e1e4982-f62b-44d5-afcd-116bfebe6506;Une voix mélodique vous interrompt, chuchotant depuis la tour en ruines.\n\nEn écoutant attentivement, vous apprenez qu'une famille elfique traquée par le baron Meldec, il y a des siècles, a cherché refuge ici. Les murmures vous implorent de laisser leur lieu de repos en paix, de chasser les hommes qui pillent leurs tombes.
#Ghosthills_Ruin_1.0c6a8309-82c5-430f-8737-594c55382ec0;Attaquer les pilleurs de tombes.
#Ghosthills_Ruin_1.f5014f62-6ee9-4e39-a5a6-413c08d65595;Saisir autant de butin que possible et fuir.
#Ghosthills_Ruin_1.8ae96f56-4757-476d-98e4-812c8350a265;Attaquer les morts-vivants.
#Ghosthills_Ruin_1.964d2a33-55bd-4e7d-a51d-ac968921ef7e;Vous faites abstraction de la voix et ordonnez à votre compagnie de se hâter vers le camp des soldats pour s'emparer de leurs trésors pendant qu'ils combattent les morts-vivants.\n\nVous entendez des cris de colère tandis que vous faites demi-tour et fuyez, jurant vengeance !
#Ghosthills_Ruin_1.187e7c21-3ebb-4608-b326-1b015e20f4b6;Imbéciles ! Surveillez mieux vos trésors la prochaine fois.
#Ghosthills_Ruin_1.f0671392-0212-4663-80f1-928fca5011de;Les soldats vous remercient, mais vous observent avec méfiance alors que vous approchez de leur camp. Quelques-uns montent une garde attentive sur les trésors qu'ils ont tirés de la tour.\n\nLorsque vous réclamez votre part, ils ne se séparent qu'à contrecœur d'une fraction de celle-ci.
#Ghosthills_Ruin_1.e5d91431-5e22-41d7-af50-c06ff9d2b0bf;Ce fut un plaisir de faire affaire avec vous.
#Ghosthills_ruin_2.2cb9115c-e39a-43f3-b407-f89b6cacc35e;Non loin du sentier se trouvent de sombres ruines, des murs s'effondrant pointés vers le ciel comme des doigts squelettiques tordus.\n\nVous pénétrez dans les ombres, vous demandant ce qui pourrait vous attendre à l'intérieur. Comme pour répondre, un toucher froid vous glace jusqu'aux os.\n\nEn regardant autour de vous, il n'y a rien d'autre qu'un escalier sombre descendant vers les caves qui vous attire.
#Ghosthills_ruin_2.51eec567-8c4a-4a2e-9011-65a3ff1c005b;Holà ?!
#Ghosthills_ruin_2.f12ce884-79f7-4e2a-8f25-e3fc2db3114e;Passer au peigne fin les ruines en surface.
#Ghosthills_ruin_2.c5f0b733-6f4c-4535-9477-a0406c0e5275;Le froid se matérialise devant vous sous la forme d'un groupe de silhouettes elfiques spectrales vêtues de robes fluides et ornementales.\n\nElles se balancent de gauche à droite, la bouche ouverte dans un chant silencieux.
#Ghosthills_ruin_2.d6dd9edc-4e73-474d-82bd-a4b7bc3f0c26;Les saluer.
#Ghosthills_ruin_2.32d971e9-0a9e-4136-b2d1-c1c44c6524aa;Les bannir avant qu'elles ne lancent un enchantement.
#Ghosthills_ruin_2.0d0d319e-660b-4acf-a171-6b923f0e535a;Vous devez être le fantôme de Berenil ! Nous ne vous voulons aucun mal.
#Ghosthills_ruin_2.fcb77f3c-5a18-48cf-a2f6-e449ac4b0917;En fouillant les ruines, vous concluez que le château a été violemment détruit. Des marques de griffes sur les murs et le sol suggèrent qu'il a été littéralement déchiqueté par ses assaillants.\n\nVous ramassez ce que vous pouvez trouver d'utile, mais remarquez soudain que le froid s'intensifie à nouveau.
#Ghosthills_ruin_2.1a2ec2a4-1f97-474f-8951-008bef84a792;Se préparer au combat.
#Ghosthills_ruin_2.ced17ea7-2f78-49f2-acf0-b3af2eb2697c;Attendre de voir ce qui se passe.
#Ghosthills_ruin_2.9ee04894-79ee-41c1-af8d-59cf153cc9e7;Les fantômes se retirent à courte distance, mais poussent à nouveau un cri silencieux.
#Ghosthills_ruin_2.d8385e31-8db9-4267-b34d-0ad43efce187;Ils ont plus peur de nous que nous d'eux.
#Ghosthills_ruin_2.7f1b88a5-9841-435d-8695-79b81eae6fef;Le fantôme le plus grand flotte vers l'avant, étendant ses bras, paumes levées.\n\n"Écoute, mortel ! Mon nom est Berenil. J'étais autrefois la chef de Dun Mael. Le baron Meldec, notre voisin, enviait les bénédictions que Tiara nous accordait. Il a exigé que je l'épouse. J'ai essayé de le raisonner, en lui offrant la bénédiction de Tiara à la place."
#Ghosthills_ruin_2.0007ef91-9663-4bc5-9447-7f6d67e0308f;Et alors ?
#Ghosthills_ruin_2.70c43600-8924-4f37-b44c-d58c2e5c13ec;Nous avons été invités à son château pour exécuter notre danse rituelle, mais la bénédiction de Tiara n'est pas venue. Dans son avidité, Meldec a passé un pacte avec Nor, un Gardien renégat, pour lui accorder le pouvoir de me lier à lui pour toujours.\n\nJ'ai résisté à sa sorcellerie, par la grâce de Tiara, mais il nous a emprisonnés, jurant de nous sacrifier à Nor pour obtenir notre pouvoir. Aveuglé par la haine, il a supposé qu'un sortilège était à l'œuvre.
#Ghosthills_ruin_2.5992d733-4c96-4f8d-a3fd-f2420b7ddaf6;Nor l'a peut-être empoisonné avec des mots. Et ensuite ?
#Ghosthills_ruin_2.97c7bbf8-49a0-4f40-a171-c01f5a782d79;Je savais que mon peuple viendrait pour moi. Beaucoup de sang serait versé. Je ne pouvais supporter ce fardeau, mais je ne pouvais pas non plus laisser nos âmes être sacrifiées. Mes sœurs et moi avons passé un pacte. Nous nous sommes ôté la vie avant que le Baron Noir ne le fasse.
#Ghosthills_ruin_2.dd34b470-492a-4ab6-8016-b73f340c1535;Vous... vous vous êtes suicidées ?!
#Ghosthills_ruin_2.f0d6d8c5-c270-4548-b6d4-200e73d4834e;C'était notre seul choix. S'il nous avait sacrifiées, ses pouvoirs seraient devenus bien plus grands. D'une manière ou d'une autre, mon peuple aurait subi sa colère.
#Ghosthills_ruin_2.e8616c52-81db-41d5-9d68-7293d830c5bc;Je salue votre sacrifice héroïque.
#Ghosthills_ruin_2.47ed36a2-4ab6-498b-b6f7-2abf4b19d018;Tiara réprouve le fait de s'ôter la vie !
#Ghosthills_ruin_2.a3170af1-060f-4971-b8cb-2b2983f82a66;Mais... il n'y a plus d'elfes dans ces collines...
#Ghosthills_ruin_2.9f4b77a3-d31f-4ff2-ba40-c8f66e2292c5;Ce n'est pas différent de mourir au combat pour une juste cause. Le visage du fantôme devient douloureux et affligé. "Mais un tour cruel du destin nous lie ici malgré tout."
#Ghosthills_ruin_2.4ee6cd57-c92d-4fa6-8db5-9ef41fd6d39b;Que s'est-il passé ?
#Ghosthills_ruin_2.1ed6bef3-6c5f-43bb-893d-475e98cf31fa;Notre sacrifice fut vain. Meldec a conclu son pacte avec Nor en promettant les âmes des Gardiens sombres sur son propre sang. Une fois que nous fument mortes, il craignit que Nor ne le prenne.\n\nPlutôt que d'affronter cela, dans un élan de panique, il a emmené ses enfants au sanctuaire de Nor. Sa propre chair. Son propre sang. Il les a donnés à Nor pour se sauver lui-même.
#Ghosthills_ruin_2.651e807e-3800-4ca2-9bc7-25d3f370619e;Quelle dépravation !
#Ghosthills_ruin_2.7a25173a-0ff0-4c8a-9570-c79f8664c74e;Il a trompé Nor, alors ? Intéressant.
#Ghosthills_ruin_2.d866dc90-d04b-49b1-b2ee-43a52eb4e5d0;En effet. Mais en nous refusant comme sacrifice, nous avons condamné ces innocents à la mort. Nous ne pourrons reposer en paix tant que cet acte infâme n'aura pas été vengé !
#Ghosthills_ruin_2.341dd403-069b-4138-a165-77026234ffaa;Est-ce que Meldec est toujours en vie lui aussi ?
#Ghosthills_ruin_2.e7ff6ecb-6ee2-43cd-af51-223f61ec6c49;Son pacte l'a laissé piégé entre la vie et la mort. Caché aux yeux d'Hirin, il a sombré dans la folie. Sans doute, ses péchés pesaient lourdement sur lui.\n\nAvec le temps, il a transformé ses troupes en morts-vivants et a attaqué Dun Mael, le détruisant de fond en comble. En retour, notre peuple a fait surgir les forêts mêmes autour de cet endroit pour l'anéantir.\n\nDepuis lors, il reste assis et broie du noir dans le sanctuaire de son Gardien renégat. Allez-y. Mettez fin à tout cela une bonne fois pour toutes.
#Ghosthills_ruin_2.a34a1baa-21b0-4a73-bb11-eb2abe07581e;Je vais m'en occuper.
#Ghosthills_ruin_2.25bc0fad-f076-4e6f-b673-13692abe88f0;Je serais curieux d'entendre sa version des faits.
#Ghosthills_ruin_2.3c5b1fbc-3602-403e-9d16-5a1adaeab45d;Pensez à toutes les connaissances qu'il a dû acquérir...
#Ghosthills_ruin_2.50def235-9a06-4cb9-91a0-ab6d6e9ac32b;C'est une folie ! Il a payé le prix fort pour son pouvoir. Vous pourriez en faire autant !
#Ghosthills_ruin_2.1181227c-128f-48ad-bc36-87565821c98e;Nous verrons bien...
#Ghosthills_ruin_2.9b48607f-3aa1-4ff3-bda6-d2803d22344d;Les silhouettes spectrales commencent à s'estomper avec un soupir dans le vent. Mais Berenil reste un instant de plus, vous fixant froidement.\n\n"Nous plaçons tout notre espoir en vous, mortel. Je prie Tiara pour que vous ne nous déceviez pas."
#Ghosthills_ruin_2.31e378a7-ef09-4bf0-9b69-ef3b273451d9;Je ferai de mon mieux.
#Ghosthills_ruin_2.0552ac33-7b1f-4095-b4b4-c46664abebb3;Voyons cela.
#Ghosthills_Ruin_3.e3ee3340-656b-422f-ab43-f56d6e99211e;Vous apercevez une nuée de morts-vivants et de spectres se déplaçant dans les ombres sombres du donjon.\n\nLa voix creuse du chevalier noir retentit : "Alors, que veux-tu, mortel ?". Il se tient là, immobile, attendant votre réponse.
#Ghosthills_Ruin_3.b04e2f57-68bd-42e3-86ca-6e9ee8b935cd;Tu dois être Meldec. Prépare-toi à affronter ton destin final !
#Ghosthills_Ruin_3.0a70df22-5be8-40fc-82a6-c41d868c9307;Parler à Meldec.
#Ghosthills_Ruin_3.fa13a3fb-67bd-4e96-b70b-c0144657f00d;Le baron noir éclate d'un rire sans joie. "Si tu cherches à acquérir les connaissances secrètes du dieu renégat, je peux t'enseigner l'art de créer des morts-vivants et de régner sur eux.\n\nQu'est-tu prêt à donner en retour ? Nor attend toujours un sacrifice."
#Ghosthills_Ruin_3.90d867f8-bcd8-4309-9524-83603e4654b9;Très bien, donne-moi ta puissance et tu recevras le savoir de mon maître.
#Ghosthills_Ruin_3.5afce34c-9f72-4d50-87c5-cf9abbb6ca61;Un petit prix à payer.
#Ghosthills_Ruin_3.20723e86-1efc-440a-89bd-36309e4d4d99;Tout commence et se termine dans le sang. Nor décidera quel sang parmi ceux ici présents sera versé. Ensuite, tu recevras ta récompense. Sache qu'il y a plus... bien plus à gagner. La connaissance et le pouvoir sont les présents du seigneur sombre.
#Ghosthills_Ruin_3.d7f4a58e-8e58-43ab-a9e9-c8ba07af8955;J'espère que ça en vaut la peine.
#Ghosthills_Ruin_3.92663da5-308c-4598-aeff-81727bc127aa;Alors que le Baron Noir s'écroule, les fantômes de Berenil et de ses prêtresses apparaissent.\n\n"Vous avez rendu un grand service à Tiara, et au monde entier, en terrassant ce mal. Maintenant, nous allons enfin connaître la paix. Puisse la bénédiction de Tiara vous accompagner, toujours. Votre noble action résonnera à travers toute la création.\n\nPrenez cette terre maudite. Avec le temps, puisse votre vertu la purifier de son mal."
#Ghosthills_Ruin_3.08f413b1-727b-466e-9c86-78c4e6996c39;Puisse Hirin vous apporter la paix.
#Ghosthills_StackInterrupt_1_1 1.20e4745e-40f0-4da2-a0bb-6215b7e9970d;Approcher le fantôme.
#Ghosthills_StackInterrupt_1_1 1.e13cd936-73f6-4a43-bfa9-41833e8facdb;S'éloigner rapidement.
#Ghosthills_StackInterrupt_1_1 1.880af0c3-e2a0-4653-912b-8829eb307607;En marchant rapidement, vous le perdez de vue un instant. Puis, soudainement, il se tient devant vous.
#Ghosthills_StackInterrupt_1_1 1.1c86a3fd-de94-4617-8bf6-11675873ca2d;Quoi... Qui êtes-vous ? Que voulez-vous ?
#Ghosthills_StackInterrupt_1_1 1.323783d8-b60c-44f2-9610-5d4b56bd51b5;Je m'appelle Tum ! Tum Barndell. Je cherche notre vache, Bessy.\n\nElle s'est enfuie quand les méchants sont venus. Je dois la ramener à la maison, sinon mes parents vont être drôlement en colère contre moi.
#Ghosthills_StackInterrupt_1_1 1.b16e25d8-8a4a-4614-8029-6de8943db101;Elle ne doit plus être qu'une apparition bovine désormais !
#Ghosthills_StackInterrupt_1_1 1.33438512-6bb5-47f6-8406-2d82a0abeaf2;Depuis combien de temps cherchez-vous cette vache ?
#Ghosthills_StackInterrupt_1_1 1.86eef4bc-cab8-4744-a0ba-8f0516baa5dc;Qui étaient les méchants ?
#Ghosthills_StackInterrupt_1_1 1.bd28910a-64a7-4528-97e2-c2b47263aebd;Nous avons croisé cette vache...
#Ghosthills_StackInterrupt_1_1 1.cbf08744-e0e2-4eae-b073-02852e47a20e;Des larmes spectrales se forment dans les yeux du garçon.\n\n"J'ai peur que les manteaux noirs ne l'attrapent avant moi. Voulez-vous m'aider à l'attraper ? Je ne peux pas rentrer à la maison sans elle !"
#Ghosthills_StackInterrupt_1_1 1.5050b3b4-feeb-4a14-a5ca-384c1339fdfd;Comment pourrais-je chasser une vache fantôme ?
#Ghosthills_StackInterrupt_1_1 1.709d0bb7-ab76-404d-b2ff-1ee4125a786a;Je vais vous aider pour que vous puissiez trouver la paix.
#Ghosthills_StackInterrupt_1_1 1.ee2e1e6d-0137-4ca8-b541-76537a1b8d1a;Où se trouve votre ferme ?
#Ghosthills_StackInterrupt_1_1 1.e1fd56c5-797e-463c-ab06-d8d69383183b;Le garçon hausse les épaules.\n\n"Oh, on dirait que ça fait une éternité que je cours dans ces collines."
#Ghosthills_StackInterrupt_1_1 1.664257b8-d717-432f-8d10-cbcc92e92189;C'est ce qu'il me semblait.
#Ghosthills_StackInterrupt_1_1 1.99380b37-e074-4822-a69c-2105a2a536fe;Bovine ? Non, elle s'appelle Bessy et c'est la meilleure vache laitière que nous ayons.
#Ghosthills_StackInterrupt_1_1 1.075cd27e-8542-4bb0-9566-b9e6d6bbdc60;J'en doute un peu.
#Ghosthills_StackInterrupt_1_1 1.c29b46ad-490c-4d9a-b7fb-a5dad04e3973;Les manteaux noirs. Les hommes du Baron Meldec. Oh, mes parents et moi avons eu une peur bleue quand ils sont venus ! Ils ont essayé de nous prendre Bessy, mais elle s'est détachée et s'est enfuie !
#Ghosthills_StackInterrupt_1_1 1.970e60f5-50d8-4309-8b1f-c28f7509f5eb;Meldec ? J'ai déjà entendu ce nom quelque part...
#Ghosthills_StackInterrupt_1_1 1.8a2c1381-045b-4f89-8925-731d1d169989;Oh, merci infiniment. Mes parents seront si heureux quand je leur dirai que vous ramènerez Bessy !
#Ghosthills_StackInterrupt_1_1 1.f7899c55-a1f1-468e-b13a-de70d2abf2e9;Commençons par la trouver.
#Ghosthills_StackInterrupt_1_1 1.c0a72644-a8e8-4d07-8488-5cab7e9ca14f;Je suis sûr que vous trouverez un moyen ! Vous avez l'air bien malin, si je puis me permettre. Je parie que vous la trouverez en un clin d'œil !
#Ghosthills_StackInterrupt_1_1 1.50f22423-16e0-4aaa-96c1-6c56a879fed3;Si ça peut me débarrasser de vous, certainement.
#Ghosthills_StackInterrupt_1_1 1.8c57835a-e1da-4152-8e3f-a8c30c23d0da;Je vais essayer de la retrouver pour vous.
#Ghosthills_StackInterrupt_1_1 1.f447a161-dbf1-4329-a417-3f0223cc4cbf;Pas loin ! Juste derrière ces collines là-bas. Voulez-vous m'aider à ramener la vieille Bessy à la maison ?
#Ghosthills_StackInterrupt_1_1 1.7bf9092e-da53-4377-8644-a65dcc2b70f3;Je vais voir ce que je peux faire.
#Ghosthills_StackINterrupt_1_2 1.212ca807-b808-40fe-9a65-5dd4a6bc6663;Un peu plus loin, vous apercevez la silhouette d'une vache spectrale paissant paisiblement parmi d'anciennes ruines.
#Ghosthills_StackINterrupt_1_2 1.2c2c8373-79c2-443f-b77c-1798b7538f62;Approcher doucement.
#Ghosthills_StackINterrupt_1_2 1.4648f1f3-cebd-497a-8db3-9538613c8853;Lui crier dessus.
#Ghosthills_StackINterrupt_1_2 1.e760bad5-1205-4ec1-a311-7daa155d5e17;Lui ordonner de venir vers vous.
#Ghosthills_StackINterrupt_1_2 1.be026e4f-4bda-4489-915b-ca8adad80519;Bessy ! Ici, ma belle !
#Ghosthills_StackINterrupt_1_2 1.a313a004-357b-4857-aeff-f1883da1bf69;Piéger le fantôme avec un sceau.
#Ghosthills_StackINterrupt_1_2 1.7fd6f228-5e7d-45ea-860d-0fa71386a77e;La vache spectrale vous ignore, s'éloignant au trot et s'estompant pour disparaître.
#Ghosthills_StackINterrupt_1_2 1.db632047-4830-474c-9ea7-5c107e8fef5b;Elle a disparu...
#Ghosthills_StackINterrupt_1_2 1.c9b632c8-3aad-4a46-9006-27226fd4938c;La vache fantôme vous regarde avec ses grands yeux translucides.\n\nElle semble attendre quelque chose.
#Ghosthills_StackINterrupt_1_2 1.65b89da2-172c-4683-8009-51dd5a47f064;Et maintenant, comment la ramenons-nous à l'enfant ?
#Ghosthills_StackINterrupt_1_2 1.fad3184a-6b28-497d-b6c4-4047d7ae0c88;Soudain, le fantôme du jeune Tum apparaît à vos côtés.\n\n"Merci infiniment ! Je savais que vous l'attraperiez. Je peux enfin rentrer à la maison maintenant !"\n\nSur ces mots, le garçon vous adresse un dernier signe de la main et trottine vers Bessy, puis lui et sa vache s'estompent sous vos yeux.
#Ghosthills_StackINterrupt_1_2 1.c918ebc6-fac4-4fc8-a3e5-db808995c9e3;Je suis content qu'on ait fait ça.
#Ghosthills_Stackinterrupt_2.75edd349-5ebe-4a19-bc61-7be18c6f1a61;Un jour, vous êtes appelé auprès de l'une de vos compagnies car un groupe de fantômes en robes elfiques bloque le passage. Ils vous font signe avec des mains décharnées.
#Ghosthills_Stackinterrupt_2.2f7f7fac-5d59-49b8-9481-46e613dff1f9;Mieux vaut simplement s'éloigner d'eux.
#Ghosthills_Stackinterrupt_2.12787ae4-639e-499f-a19c-8c94a71fe2ba;Approchons-nous d'eux.
#Ghosthills_Stackinterrupt_2.a9022ed3-5563-4498-96de-2819c09aa43b;Je vais tenter de les bannir.
#Ghosthills_Stackinterrupt_2.1e93972a-f4b3-41cb-a2c2-b8d81e9cd5b6;Les silhouettes décharnées s'élancent vers l'avant et vous entourent rapidement, murmurant une grande honte qui les empêche de quitter ce monde. Puis des mains froides vous touchent alors que le cercle se resserre.
#Ghosthills_Stackinterrupt_2.36d32ae1-c7c4-45ae-b5ac-1a14cbe75189;Qu'essayez-vous de nous dire ?!
#Ghosthills_Stackinterrupt_2.3524d37d-64e6-40b6-a3d4-bc1aa11ca368;Avec une lueur d'espoir dans leurs yeux pâles, les fantômes vous demandent de trouver le château du Baron Noir, afin de purifier le mal qui s'y trouve pour qu'ils puissent reposer en paix.
#Ghosthills_Stackinterrupt_2.1f5a0958-6264-49b2-a946-34eeedc31a88;Je verrai ce que je peux faire.
#Ghosthills_StackInterrupt_3.8d8801b0-79b0-42ac-97ad-f9f14cf0277d;En escortant vos troupes à travers le Val Sombre, vous remarquez un groupe de morts-vivants vêtus de noir qui s'approche. Ils ne semblent pas avoir l'intention d'attaquer.
#Ghosthills_StackInterrupt_3.26bdc777-a111-43ad-9d0a-6d27bad45a5c;N'attaquons pas tout de suite. Laissons-les parler.
#Ghosthills_StackInterrupt_3.08bee88f-852c-4814-b95d-35b67d40c124;Attaquer maintenant, avant qu'ils ne se rapprochent davantage.
#Ghosthills_StackInterrupt_3.abc86a01-8060-4600-86ba-d5573dd68ec7;Le baron colérique les a maudits pour leur insolence, décrétant qu'ils ne trouveraient jamais ni repos ni répit tant que Berenil ne lui serait pas amenée. Depuis lors, ils errent dans le royaume en vain.\n\nIls vous demandent de mettre fin à leurs souffrances si vous le pouvez.
#Ghosthills_StackInterrupt_3.321e5013-00ef-4051-8477-8f8897ae1bab;Je vais vous accorder cette grâce.
#Ghosthills_StackInterrupt_3.a847bb1c-8534-482e-9dd6-74640c7d054d;Je vous bannis de ce monde, mettant fin à votre errance.
#Ghosthills_StackInterrupt_3.a58110ab-faac-4a4c-af68-c3f6a1eccc2a;Si nous trouvons Berenil, ils pourraient être libérés.
#Ghosthills_StackInterrupt_3.cfcafaad-f8a8-4116-bafc-40f0c742e08b;Leur sort n'est pas ma préoccupation.
