Id;Text;01.10.31934
Orc.Loca;Orc
Undead.Loca;Undead
Druid.Loca;Druid
Healer.Loca;Healer
Ranger.Loca;Ranger
Stealth.Loca;Stealth
#bleedSE.Tooltip.Name.Loca;Bleeding
#Bloodletting.Tooltip.Name.Loca;Bloodletting
#Aetheric.Tooltip.Name.Loca;Ethereal
#Feral.Tooltip.Name.Loca;Feral
#Human_Cutthroat.NameId;Cutthroats
#Human_Soldier.NameId;Soldiers
#Undead_Recruit.NameId;Ghost Recruit
#BlindingPresence.Tooltip.Name.Loca;BlindingPresence
BlindingPresence.Tooltip.Name.Loca;Blinding Presence
#BlindAura.Tooltip.Name.Loca;Blinding Presence
Necromancer.Loca;Necromancer
#Mountaineer.Tooltip.Name.Loca;Mountaineer
#ArmorbreakSE.Tooltip.Name.Loca;Broken Armor
#Orc_Slaver.NameId;Slavers
#Alluvyan_Interrupt_2_3.62577416-83b5-4cd1-a7d8-e576eb0f30ac;A hay cart passes you by, two children playing in the back. "Hey! Not fair, Isabelle!" The boy laughs and flails. His sister sits back down on a familiar looking chest. The one you found under a bridge, a little while ago.\n\nAs the children see you, they wave a friendly greeting, happily on their way to Sevenkeeps.
#Alluvyan_Interrupt_2_3.3f709034-4279-4b99-8091-1a792cfbe900;Wave back.
#Alluvyan_Location_3_2.6203eaff-93ea-4b85-bf6d-13086366c0fb;Somewhat out of place here, you find a beautiful cottage. There are nicely trimmed bushes, artistic flowerbeds, even a shell shaped fountain. Sadly, it is devastated by masses of the undead, and groaning and panting chokes the air.
#Alluvyan_Location_3_2.032b886d-086d-46a6-ab67-c576fc07f50a;Kill those appalling creatures.
#Alluvyan_Location_3_2.8a00c325-b1ff-44bd-93f4-a72db99244bf;Move up silently. Strike out of hiding.
#Alluvyan_Location_3_2.4515e207-a2b3-4f81-9c73-e22c305c58cb;With the undead dealt with, you are free to stroll through the beautiful gardens. Passing the estate, you see the main room adorned with lush rugs, a heavy chandelier and paintings on every wall.
#Alluvyan_Location_3_2.61a74d62-c926-4cb8-9a81-9560a8ee9522;Let's return to lady of the house.
#Ghosthills_Ruin_1.8504a6db-a551-48c0-abdc-d208cf241f82;Approaching the ruins of a slender elven tower, you see a group of men in Alluvyan colors shouting and pointing at something you cannot see.\n\nAs they spot you, they cry out: "These accursed ghosts keep attacking us! Help us fight them back and you can share the treasure we’ve found here!"
#Ghosthills_Ruin_1.e6f672d4-72c8-456c-b5ce-a84f1e0d213e;Attack the undead!
#Ghosthills_Ruin_1.ca848776-5063-44ca-b426-799cabb2be90;The ghosts must have had a reason to attack you.
#Ghosthills_Ruin_1.7e1e4982-f62b-44d5-afcd-116bfebe6506;A melodic voice interrupts you, whispering from the ruined tower.\n\nListening closely, you hear how an elven family hunted by Baron Meldec, centuries ago, sought refuge here. The whispers implore you to leave their resting place in peace, to drive off the men plundering their graves.
#Ghosthills_Ruin_1.0c6a8309-82c5-430f-8737-594c55382ec0;Attack the grave robbers.
#Ghosthills_Ruin_1.f5014f62-6ee9-4e39-a5a6-413c08d65595;Grab as much loot as you can and run.
#Ghosthills_Ruin_1.8ae96f56-4757-476d-98e4-812c8350a265;Attack the undead.
#Ghosthills_Ruin_1.964d2a33-55bd-4e7d-a51d-ac968921ef7e;You shake off the voice and order your company to hurry to the soldiers’ camp and grab their treasures while they fight the undead.\n\nYou hear angry shouts as you turn and flee, swearing revenge!
#Ghosthills_Ruin_1.187e7c21-3ebb-4608-b326-1b015e20f4b6;Fools! Keep watch over your treasures next time.
#Ghosthills_Ruin_1.f0671392-0212-4663-80f1-928fca5011de;The soldiers thank you, but eye you warily as you approach their camp. A couple stand careful guard of the treasures they have pulled from the tower.\n\nWhen you demand your share, they only reluctantly part with a fraction of it.
#Ghosthills_Ruin_1.e5d91431-5e22-41d7-af50-c06ff9d2b0bf;Pleasure doing business with you.
#Ghosthills_ruin_2.2cb9115c-e39a-43f3-b407-f89b6cacc35e;Not far off the path lie dark ruins, crumbling walls reaching from the earth like twisted skeletal fingers. \n\nYou step into the shadows, wondering what might await inside. As if to reply, a cold touch chills you to your bones.\n\nWhen you look around, there is nothing but a dim stairwell down into the cellars that beckons to you.
#Ghosthills_ruin_2.51eec567-8c4a-4a2e-9011-65a3ff1c005b;Hello?!
#Ghosthills_ruin_2.f12ce884-79f7-4e2a-8f25-e3fc2db3114e;Comb through the ruins above ground.
#Ghosthills_ruin_2.c5f0b733-6f4c-4535-9477-a0406c0e5275;The cold materializes before you as a group of ghostly elven figures dressed in flowing, ornamental robes.\n\nThey sway back and forth, their mouths open in silent song.
#Ghosthills_ruin_2.d6dd9edc-4e73-474d-82bd-a4b7bc3f0c26;Greet them.
#Ghosthills_ruin_2.32d971e9-0a9e-4136-b2d1-c1c44c6524aa;Banish them before they cast some enchantment.
#Ghosthills_ruin_2.0d0d319e-660b-4acf-a171-6b923f0e535a;You must be Berenil’s ghost! IWe mean you no harm.
#Ghosthills_ruin_2.fcb77f3c-5a18-48cf-a2f6-e449ac4b0917;Searching the ruins, you conclude the castle was violently destroyed. There are claw marks on the walls and floor to suggest it was literally torn apart by its assailants.\n\nYou collect what you can find of use but suddenly notice the intensifying cold again.
#Ghosthills_ruin_2.1a2ec2a4-1f97-474f-8951-008bef84a792;Be prepared for a fight.
#Ghosthills_ruin_2.ced17ea7-2f78-49f2-acf0-b3af2eb2697c;Wait what happens.
#Ghosthills_ruin_2.9ee04894-79ee-41c1-af8d-59cf153cc9e7;The ghosts withdraw a short distance, but silently cry out once more.
#Ghosthills_ruin_2.d8385e31-8db9-4267-b34d-0ad43efce187;They are more afraid of us than we of them.
#Ghosthills_ruin_2.7f1b88a5-9841-435d-8695-79b81eae6fef;The tallest ghost floats forwards, extending her arms with her palms raised.\n\n"Listen, mortal! My name is Berenil. I was once leader of Dun Mael. Baron Meldec, our neighbor, was envious of the blessings Tiara bestowed upon us. He demanded I wed him. I tried to reason with him, offering Tiara’s blessing instead."
#Ghosthills_ruin_2.0007ef91-9663-4bc5-9447-7f6d67e0308f;And then?
#Ghosthills_ruin_2.70c43600-8924-4f37-b44c-d58c2e5c13ec;"We were invited to his castle to enact our ritual dance, but Tiara’s blessing would not come. In his greed, Meldec made a pact with Nor, a renegade Guardian, to grant him the power to bind me to him forever.\n\nI resisted his sorcery, by Tiara’s grace, but he imprisoned us, swearing to sacrifice us to Nor to obtain our power. Blinded by hatred, he assumed some spell was at work."
#Ghosthills_ruin_2.5992d733-4c96-4f8d-a3fd-f2420b7ddaf6;Nor may have poisoned him with words. What then?
#Ghosthills_ruin_2.97c7bbf8-49a0-4f40-a171-c01f5a782d79;"I knew my people would come for me. Much blood would be shed. I could not bear that burden, but nor could I let our souls be sacrificed. My sisters and I made a pact. We took each other’s lives before the Black Baron could."
#Ghosthills_ruin_2.dd34b470-492a-4ab6-8016-b73f340c1535;You... you killed yourselves?!
#Ghosthills_ruin_2.f0d6d8c5-c270-4548-b6d4-200e73d4834e;"It was our only choice. Had he sacrificed us, his powers would have become far greater. Either way, my people would have suffered his wrath."
#Ghosthills_ruin_2.e8616c52-81db-41d5-9d68-7293d830c5bc;I applaud your heroic sacrifice.
#Ghosthills_ruin_2.47ed36a2-4ab6-498b-b6f7-2abf4b19d018;Tiara frowns on taking your own lives!
#Ghosthills_ruin_2.a3170af1-060f-4971-b8cb-2b2983f82a66;But... there are no elves in these hills anymore...
#Ghosthills_ruin_2.9f4b77a3-d31f-4ff2-ba40-c8f66e2292c5;"It is no different than dying in battle for the right cause." The ghost’s face becomes pained and sorrowful. "But a cruel twist of fate binds us here regardless."
#Ghosthills_ruin_2.4ee6cd57-c92d-4fa6-8db5-9ef41fd6d39b;What happened?
#Ghosthills_ruin_2.1ed6bef3-6c5f-43bb-893d-475e98cf31fa;"Our sacrifice was in vain. Meldec entered his pact with Nor promising the dark Guardian our souls on his own blood. With us dead, he feared Nor would take him.\n\nRather than face this, in panic he took his children to Nor’s shrine. His kin. His blood. He gave them to Nor to save himself."
#Ghosthills_ruin_2.651e807e-3800-4ca2-9bc7-25d3f370619e;Such depravity!
#Ghosthills_ruin_2.7a25173a-0ff0-4c8a-9570-c79f8664c74e;He tricked Nor, then? Interesting.
#Ghosthills_ruin_2.d866dc90-d04b-49b1-b2ee-43a52eb4e5d0;"Indeed. But in denying ourselves as sacrifice, we doomed those innocents to death. We cannot rest until this foul deed has been avenged!"
#Ghosthills_ruin_2.341dd403-069b-4138-a165-77026234ffaa;Does Meldec live too?
#Ghosthills_ruin_2.e7ff6ecb-6ee2-43cd-af51-223f61ec6c49;"His pact left him trapped between life and death. Hidden from Hirin’s eyes he fell into insanity. No doubt, his sins weighed heavily on him.\n\nOver time, he turned his troops to undeath and attacked Dun Mael, destroying it utterly. In return, our people raised the very forests around this place to obliterate it.\n\nEver since, he sits and broods in the shrine to his renegade Guardian. Go there. End this once and for all."
#Ghosthills_ruin_2.a34a1baa-21b0-4a73-bb11-eb2abe07581e;I will take care of it.
#Ghosthills_ruin_2.25bc0fad-f076-4e6f-b673-13692abe88f0;I will be interested to hear his side of things.
#Ghosthills_ruin_2.3c5b1fbc-3602-403e-9d16-5a1adaeab45d;Think of all the knowledge he must have learned...
#Ghosthills_ruin_2.50def235-9a06-4cb9-91a0-ab6d6e9ac32b;"This is folly! He paid a great price for his power. So may you!"
#Ghosthills_ruin_2.1181227c-128f-48ad-bc36-87565821c98e;We shall see...
#Ghosthills_ruin_2.9b48607f-3aa1-4ff3-bda6-d2803d22344d;The ghostly figures begin to fade with a sigh on the wind. But Berenil stays for one moment longer, staring at you coldly.\n\n"We put all our hope in you, mortal. I pray to Tiara you will not fail us."
#Ghosthills_ruin_2.31e378a7-ef09-4bf0-9b69-ef3b273451d9;I will try my best.
#Ghosthills_ruin_2.0552ac33-7b1f-4095-b4b4-c46664abebb3;Let's see.
#Ghosthills_Ruin_3.e3ee3340-656b-422f-ab43-f56d6e99211e;You can see a swarm of undead and phantoms moving in the dark shadows of the keep.\n\nThe dark knight's hollow voice rings out: "So, what do you want, mortal?". He stands there motionlessly, awaiting your reply.
#Ghosthills_Ruin_3.b04e2f57-68bd-42e3-86ca-6e9ee8b935cd;You must be Meldec. Prepare to meet your final fate!
#Ghosthills_Ruin_3.0a70df22-5be8-40fc-82a6-c41d868c9307;Talk to Meldec.
#Ghosthills_Ruin_3.fa13a3fb-67bd-4e96-b70b-c0144657f00d;The black baron laughs mirthlessly. "If you seek to gain the renegade god's secret knowledge, I can teach you the art of creating undead and ruling over them.\n\nWhat are you willing to give in return? Nor always expects a sacrifice."
#Ghosthills_Ruin_3.90d867f8-bcd8-4309-9524-83603e4654b9;"Very well, give me your power and you shall receive my master's lore."
#Ghosthills_Ruin_3.5afce34c-9f72-4d50-87c5-cf9abbb6ca61;A small price to pay.
#Ghosthills_Ruin_3.20723e86-1efc-440a-89bd-36309e4d4d99;"It starts and ends in blood. Nor will decide whose blood from those here shall be spilled.Then you shall get your reward. Know that there is more...much more to gain. Knowledge and power are the dark lord's gifts."
#Ghosthills_Ruin_3.d7f4a58e-8e58-43ab-a9e9-c8ba07af8955;I hope it's worth it.
#Ghosthills_Ruin_3.92663da5-308c-4598-aeff-81727bc127aa;As the Black Baron falls, the ghosts of Berenil and her priestesses appear.\n\n"You have done a great service to Tiara, and the world, by vanquishing this evil. Now we will finally know peace. May Tiara’s blessing be with you, always. Your noble deed shall resonate across all creation.\n\nTake this accursed ground. With time, may your virtue cleanse it of its evil."
#Ghosthills_Ruin_3.08f413b1-727b-466e-9c86-78c4e6996c39;May Hirin bring you peace.
#Ghosthills_StackInterrupt_1_1 1.20e4745e-40f0-4da2-a0bb-6215b7e9970d;Approach the ghost.
#Ghosthills_StackInterrupt_1_1 1.e13cd936-73f6-4a43-bfa9-41833e8facdb;Walk away quickly.
#Ghosthills_StackInterrupt_1_1 1.880af0c3-e2a0-4653-912b-8829eb307607;Walking quickly, you lose sight of him for a moment. Then, suddenly, he is standing in front of you.
#Ghosthills_StackInterrupt_1_1 1.1c86a3fd-de94-4617-8bf6-11675873ca2d;What... Who are you? What do you want?
#Ghosthills_StackInterrupt_1_1 1.323783d8-b60c-44f2-9610-5d4b56bd51b5;"The name's Tum! Tum Barndell. I'm looking for our cow, Bessy.\n\nShe ran away when the bad people came. I have to bring her back home or my parents will be ever so angry with me."
#Ghosthills_StackInterrupt_1_1 1.b16e25d8-8a4a-4614-8029-6de8943db101;She will be nothing but a bovine apparition by now!
#Ghosthills_StackInterrupt_1_1 1.33438512-6bb5-47f6-8406-2d82a0abeaf2;How long have you been looking for that cow?
#Ghosthills_StackInterrupt_1_1 1.86eef4bc-cab8-4744-a0ba-8f0516baa5dc;Who were the bad people?
#Ghosthills_StackInterrupt_1_1 1.bd28910a-64a7-4528-97e2-c2b47263aebd;We met that cow...
#Ghosthills_StackInterrupt_1_1 1.cbf08744-e0e2-4eae-b073-02852e47a20e;Ghostly tears form in the boy’s eyes.\n\n"I’m afraid the black coats will get to her before me. Will you help me catch her? I can’t go home without her!"
#Ghosthills_StackInterrupt_1_1 1.5050b3b4-feeb-4a14-a5ca-384c1339fdfd;How would I hunt a ghost cow?
#Ghosthills_StackInterrupt_1_1 1.709d0bb7-ab76-404d-b2ff-1ee4125a786a;I will help you so you may find peace.
#Ghosthills_StackInterrupt_1_1 1.ee2e1e6d-0137-4ca8-b541-76537a1b8d1a;Where is your farm?
#Ghosthills_StackInterrupt_1_1 1.e1fd56c5-797e-463c-ab06-d8d69383183b;The boy shrugs.\n\n"Oh, it seems like forever that I've been running around these hills."
#Ghosthills_StackInterrupt_1_1 1.664257b8-d717-432f-8d10-cbcc92e92189;That sounds about right.
#Ghosthills_StackInterrupt_1_1 1.99380b37-e074-4822-a69c-2105a2a536fe;Bovine? No, her name's Bessy and she is the best milk cow we have.
#Ghosthills_StackInterrupt_1_1 1.075cd27e-8542-4bb0-9566-b9e6d6bbdc60;I somehow doubt that.
#Ghosthills_StackInterrupt_1_1 1.c29b46ad-490c-4d9a-b7fb-a5dad04e3973;"The black coats. Baron Meldec’s men. Oh, me and my parents were right frightened when they came! They tried to take Bessy from us but she got loose and ran away!"
#Ghosthills_StackInterrupt_1_1 1.970e60f5-50d8-4309-8b1f-c28f7509f5eb;Meldec? I have heard that name before...
#Ghosthills_StackInterrupt_1_1 1.8a2c1381-045b-4f89-8925-731d1d169989;"Oh, thank thee kindly. My parents will be so happy when I tell them you’ll bring Bessy back!"
#Ghosthills_StackInterrupt_1_1 1.f7899c55-a1f1-468e-b13a-de70d2abf2e9;Now, let's find her first.
#Ghosthills_StackInterrupt_1_1 1.c0a72644-a8e8-4d07-8488-5cab7e9ca14f;"I am sure you will find a way! You look quite clever, if I may say so. I bet you find her right quick!"
#Ghosthills_StackInterrupt_1_1 1.50f22423-16e0-4aaa-96c1-6c56a879fed3;If it will get you off my back, certainly.
#Ghosthills_StackInterrupt_1_1 1.8c57835a-e1da-4152-8e3f-a8c30c23d0da;I shall try and find her for you.
#Ghosthills_StackInterrupt_1_1 1.f447a161-dbf1-4329-a417-3f0223cc4cbf;"Not far! Just over yonder hills. Will you help me bring old Bessy home?"
#Ghosthills_StackInterrupt_1_1 1.7bf9092e-da53-4377-8644-a65dcc2b70f3;I will see what I can do.
#Ghosthills_StackINterrupt_1_2 1.212ca807-b808-40fe-9a65-5dd4a6bc6663;A little ahead, you spot the shape of a ghostly cow grazing peacefully among some old ruins.
#Ghosthills_StackINterrupt_1_2 1.2c2c8373-79c2-443f-b77c-1798b7538f62;Approach slowly.
#Ghosthills_StackINterrupt_1_2 1.4648f1f3-cebd-497a-8db3-9538613c8853;Shout at it.
#Ghosthills_StackINterrupt_1_2 1.e760bad5-1205-4ec1-a311-7daa155d5e17;Order her to you.
#Ghosthills_StackINterrupt_1_2 1.be026e4f-4bda-4489-915b-ca8adad80519;Bessy! Here, girl!
#Ghosthills_StackINterrupt_1_2 1.a313a004-357b-4857-aeff-f1883da1bf69;Trap the ghost with a ward.
#Ghosthills_StackINterrupt_1_2 1.7fd6f228-5e7d-45ea-860d-0fa71386a77e;The ghostly cow ignores you, trotting away and fading from view.
#Ghosthills_StackINterrupt_1_2 1.db632047-4830-474c-9ea7-5c107e8fef5b;It's gone...
#Ghosthills_StackINterrupt_1_2 1.c9b632c8-3aad-4a46-9006-27226fd4938c;The ghost cow looks at you with big translucent eyes. \n\nIt seems to be waiting for something.
#Ghosthills_StackINterrupt_1_2 1.65b89da2-172c-4683-8009-51dd5a47f064;Now how do we get her to the child?
#Ghosthills_StackINterrupt_1_2 1.fad3184a-6b28-497d-b6c4-4047d7ae0c88;Suddenly, young Tum’s ghost appears next to you.\n\n"Thank the kindly! I knew you would catch her. I can finally go home now!"\n\nWith that, the boy gives you one last wave and skips towards Bessy, then he and his cow fade before your eyes.
#Ghosthills_StackINterrupt_1_2 1.c918ebc6-fac4-4fc8-a3e5-db808995c9e3;I am glad we did that.
#Ghosthills_Stackinterrupt_2.75edd349-5ebe-4a19-bc61-7be18c6f1a61;You are called to the side of one of your companies one day because a group of ghosts in elven robes are blocking the path. They are beckoning to you with gaunt hands.
#Ghosthills_Stackinterrupt_2.2f7f7fac-5d59-49b8-9481-46e613dff1f9;Better just back away from them.
#Ghosthills_Stackinterrupt_2.12787ae4-639e-499f-a19c-8c94a71fe2ba;Let's approach them.
#Ghosthills_Stackinterrupt_2.a9022ed3-5563-4498-96de-2819c09aa43b;I will try to banish them.
#Ghosthills_Stackinterrupt_2.1e93972a-f4b3-41cb-a2c2-b8d81e9cd5b6;The gaunt figures swarm forward and quickly surround you, whispering of great shame that keeps them from leaving this world. Then cold hands touch you as the circle presses in.
#Ghosthills_Stackinterrupt_2.36d32ae1-c7c4-45ae-b5ac-1a14cbe75189;What are you trying to tell us?!
#Ghosthills_Stackinterrupt_2.3524d37d-64e6-40b6-a3d4-bc1aa11ca368;With a glimmer of hope in their pale eyes, the ghosts ask you to seek out the Black Baron’s castle, to cleanse the evil within so they may rest in peace.
#Ghosthills_Stackinterrupt_2.1f5a0958-6264-49b2-a946-34eeedc31a88;I will see what I can do.
#Ghosthills_StackInterrupt_3.8d8801b0-79b0-42ac-97ad-f9f14cf0277d;Escorting your troops through the Dark Vale, you notice a group of black-clad undead approaching. They don’t appear intent on attack.
#Ghosthills_StackInterrupt_3.26bdc777-a111-43ad-9d0a-6d27bad45a5c;Do not attack yet. Let them speak.
#Ghosthills_StackInterrupt_3.08bee88f-852c-4814-b95d-35b67d40c124;Attack now, before they get closer.
#Ghosthills_StackInterrupt_3.abc86a01-8060-4600-86ba-d5573dd68ec7;The angry Baron cursed them for their insolence, decreeing they would never find rest nor respite until Berenil was brought before him. Since then they have roamed the realm to no avail.\n\nThey ask you to end their suffering if you can.
#Ghosthills_StackInterrupt_3.321e5013-00ef-4051-8477-8f8897ae1bab;I will grant you this mercy.
#Ghosthills_StackInterrupt_3.a847bb1c-8534-482e-9dd6-74640c7d054d;I ban you from this world, ending your wandering.
#Ghosthills_StackInterrupt_3.a58110ab-faac-4a4c-af68-c3f6a1eccc2a;If we find Berenil, they could be freed.
#Ghosthills_StackInterrupt_3.cfcafaad-f8a8-4116-bafc-40f0c742e08b;Their fate is not my concern.
#Ghosthills_StackINterrupt_4.a3800d0e-033a-4738-a288-869a47cb6492;While traveling, you hear a cheery but dissonant music, accompanied by the sound of voices singing slightly off pitch.\n\nIt’s coming from beyond a small copse. You think you can make out a glimmer of light there.
#Ghosthills_StackINterrupt_4.dce0695c-d97e-434a-840d-bb26b0a27aa1;Ignore and press on.
#Ghosthills_StackINterrupt_4.73d3c49d-2d93-4cb0-aa56-c3fc31eaa828;Let's investigate.
#Ghosthills_StackINterrupt_4.cfcb8a9d-a2a2-43ba-a1e7-607df39d58f7;As you round the copse, you are met by a strange sight:\n\nAmid the crumbled walls of a ruined manor, you spy a long and richly laid table, platters of silver and goblets adorned with jewels. Dozens of ghosts sit around it, all singing raucously or playing various instruments. They are having a great time.\n\nAnd as they see you, they beckon for you to join them in their merriment.
#Ghosthills_StackINterrupt_4.0a221cc7-38f8-4c7d-9e57-992f6116d99e;Sure. Why not?
#Ghosthills_StackINterrupt_4.8fd2d617-9c4f-4773-807f-369718282bf1;I think I will simply observe.
#Ghosthills_StackINterrupt_4.41c6d79b-f565-4b57-b00e-cde4e2ebec52;The ghosts cry out: "Don’t just stand there! Come and join the party!"\n\nYou feel yourself inexorably drawn towards the ghosts.
#Ghosthills_StackINterrupt_4.b65dc107-a8d7-4b75-baa8-b9c9130952ab;I… Alright… Yes, I will.
#Ghosthills_StackINterrupt_4.05c4754a-04b8-47df-8056-ca42fab7122b;Now you are closer to the table, you see the plates and goblets are real enough but the ghosts are using their own translucent cutlery and tableware.\n\nThe guests all look at you expectantly, raising their ghostly glasses.\n\n"Well, stranger? What entertainment have you brought us?"
#Ghosthills_StackINterrupt_4.a57ab4b6-d30f-457b-818b-3cbe2fe63b85;I've got a folktale you might enjoy.
#Ghosthills_StackINterrupt_4.b27e7612-63fa-49ee-a4d0-6cac2e76595c;I am a magician! Here are some magic fireworks!
#Ghosthills_StackINterrupt_4.360ed61c-67f5-472d-a066-a4aca849a68f;This is ludicrous.
#Ghosthills_StackINterrupt_4.966d5f67-ee67-4b52-a93d-546cc9712f09;This party's over. Attack!
#Ghosthills_StackINterrupt_4.82f63a0e-a521-43ae-b9fc-33aabd824fe6;Grab some of the tableware and run!
#Ghosthills_StackINterrupt_4.99761b3c-0f94-48a1-8d96-6902188b822c;The party applauds enthusiastically. You are soon surrounded by singing and dancing ghosts and all your minds are filled with music, laughter and wild merriment.\n\nYou are not sure what happens next but you awaken in the morning, lying on the damp ground with a terrible headache. Next to you is a half-buried silver plate. Digging it up, you find more of the tableware. The air echoes with music and laughter.\n\nYou take the treasure with you, confident it is a sign of gratitude.
#Ghosthills_StackINterrupt_4.f10a06fb-4a37-46b6-95c1-3b8ee78c8b1d;A night to remember. Thank you, kind hosts!
#Ghosthills_StackINterrupt_4.47c035dc-eca2-4596-a9ce-be7d7a6991d8;The hosts’ ghostly faces all turn to frightening grimaces.\n\n"Spoilsport! Party pooper!" they cry, racing to attack you.
#Ghosthills_StackINterrupt_4.55ff36a5-2ff8-467e-b044-47d962232881;That escalated quickly.
#Ghosthills_StackINterrupt_4.b6743212-d29d-40d8-a556-d758f75aea07;Victorious, you look around you - but where there were richly lain tables before, there now are only crumbled ruins and grass.\n\nYou think you hear a faint echo of laughter as you make your way back to your path...
#Ghosthills_StackINterrupt_4.8c1ec5bb-da1a-490f-ad97-39822dfc6f03;That was an exceedingly strange encounter.
#Gillyshire_Location_1.25338087-3b0a-40ad-b81e-105474cfb02c;Some women and children have gathered in front of the local tavern. One of the women is talking to a bored looking man, growing increasingly distressed with every word.
#Gillyshire_Location_1.e6ee64a6-6b44-4d7c-bd0a-5524ae884e20;I'll listen in.
#Gillyshire_Location_1.dcc28581-9869-496b-aefe-51c97b280c58;A heart warming smile brightens her face, and she wipes tears from the corners of her eyes.\n\n"I'll not forget this! Thank you! You hear that, Sophie? They're going to save your daddy and bring him home! We must always remember them."\n\nThe girl nods absent mindedly.
#Gillyshire_Location_1.224f3e1f-13b7-488e-a81d-ceb3de5e42a1;We'll return when we can.
#Gillyshire_Location_1.52a6e15d-241e-495d-b17c-bb3f084cda3e;The woman turns towards you with a furrowed brow.\n\n"Husband, actually! Yesterday he and a few others made a bet. They wanted to see which of them was bravest by taking something from the old ruins. But none of them ever returned. I am so worried about my Benjamin. I swear to the Guardians, this place is cursed!"
